Josh Bailey,NYI,LW,47,6,21,27,-7,6,50,1,1,6,0,0,14,18
Tyler Ennis,OTT,LW,48,6,14,20,-7,14,82,1,1,3,0,0,64,19
Cal Clutterbuck,NYI,RW,55,6,8,14,-6,10,71,1,0,0,1,0,213,22
Sam Gagner,DET,C,58,6,14,20,-5,28,92,0,0,1,0,0,14,20
Kris Letang,PIT,D,55,6,44,50,19,37,158,2,1,17,0,0,125,96
Erik Johnson,COL,D,59,6,11,17,17,18,106,1,0,1,1,1,129,95
Phil Kessel,ARI,RW,57,6,29,35,-15,20,117,0,2,7,0,0,5,20
Andrew Ladd,ARI,LW,42,6,3,9,-11,41,47,0,2,1,0,0,62,27
Mark Giordano,SEA,D,54,6,17,23,-21,47,120,0,0,8,2,0,46,96
Brent Burns,SJ,D,57,6,33,39,-19,28,149,0,3,10,0,1,40,109
Brian Boyle,PIT,C,45,6,4,10,1,23,63,1,0,0,1,0,62,26
Sean Couturier,PHI,C,29,6,11,17,-6,14,79,2,2,3,0,1,22,18
Cam Fowler,ANH,D,56,6,26,32,-7,10,92,0,5,10,0,0,31,85
Johan Larsson,ARI,C,29,6,9,15,-3,30,30,1,1,1,0,0,53,21
Jason Zucker,PIT,LW,31,6,7,13,1,10,88,0,2,0,0,0,51,15
Morgan Rielly,TOR,D,58,6,40,46,9,28,154,3,2,15,0,2,56,59
Alex Chiasson,VAN,RW,46,6,5,11,-2,18,58,1,4,2,0,0,47,11
Nick Cousins,NSH,C,44,6,7,13,-6,14,72,1,3,1,0,0,45,18
William Carrier,VGK,LW,51,6,10,16,8,30,82,0,0,0,0,0,124,17
MacKenzie Weegar,FLA,D,58,6,29,35,32,55,142,2,0,1,1,1,137,112
Jonathan Drouin,MON,C,32,6,14,20,-9,23,60,0,0,4,0,0,24,11
Curtis Lazar,BOS,C,47,6,7,13,2,10,59,0,0,0,0,1,117,35
Darnell Nurse,EDM,D,51,6,18,24,7,38,164,0,0,6,1,0,156,92
Michael Raffl,DAL,LW,50,6,7,13,-9,10,65,1,0,0,0,2,78,22
Colton Parayko,STL,D,55,6,17,23,3,14,98,2,0,1,0,0,56,128
Chris Tierney,OTT,C,51,6,9,15,-6,12,59,2,3,2,0,0,30,23
Colton Sissons,NSH,RW,54,6,16,22,5,12,54,0,1,3,0,0,130,30
Brandon Montour,FLA,D,57,6,18,24,4,38,105,0,1,7,0,0,34,50
Juho Lammikko,VAN,RW,52,6,6,12,2,12,50,2,0,0,0,0,58,34
Evgeny Svechnikov,WPG,LW,49,6,10,16,3,22,58,0,0,0,0,0,67,15
Keegan Kolesar,VGK,RW,59,6,12,18,-1,54,75,0,1,0,1,0,157,38
Mason Appleton,SEA,C,46,6,10,16,-5,14,63,2,0,0,0,0,35,12
Steven Lorentz,CAR,C,52,6,4,10,-1,8,60,1,0,0,0,0,54,9
Tyson Jost,COL,C,58,6,8,14,1,30,75,0,0,0,0,1,42,29
Kevin Rooney,NYR,C,51,6,5,11,0,14,60,1,0,0,0,0,62,40
Rudolfs Balcers,SJ,LW,36,6,9,15,-5,14,59,1,0,0,0,1,73,24
Michael McLeod,NJ,C,54,6,9,15,-7,37,61,0,0,0,0,1,104,24
Sam Steel,ANH,C,51,6,11,17,-6,12,56,1,0,3,0,0,31,25
Dillon Dube,CGY,C,54,6,9,15,-8,18,93,0,0,1,1,1,52,8
Brandon Duhaime,MIN,LW,55,6,9,15,-5,75,70,1,0,0,0,0,135,14
Gerald Mayhew,PHI,C,22,6,0,6,-6,10,31,0,1,0,0,0,33,13
Owen Tippett,FLA,RW,42,6,8,14,2,10,73,0,0,1,0,0,62,12
